MSOA,Gentrification,Top 1 Column Name,Top 1 Column Importance,Top 2 Column Name,Top 2 Column Importance,Top 3 Column Name,Top 3 Column Importance
E02006848,-30,Single family household: Married or civil partnership couple: No children,90,Highest Level of Qualification: Level 4 qualifications or above,59,Health Status: Good health,42
E02006849,-54,Ethnic Group: White,96,"Industry: A: Agriculture, Forestry and fishing",60,Industry: L: Real estate activities,34
E02006850,78,Full-time: 49 or more hours worked,78,"Occupation: Managers, directors and senior officials",65,UK Identity: Scottish and British only identity,35
E02006851,45,One-person household: Other,92,Marital Status: Divorced or civil partnership dissolved,73,Medical and care establishment: Other: Care home without nursing,26
E02006852,-53,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,97,Passport: Antarctica and Oceania,57,Position: Semi-routine occupations,30
E02006853,88,Highest Level of Qualification: Level 2 qualifications,91,Position: Lower supervisory and technical occupations,70,Medical and care establishment: Other: Children's home (including secure units),48
E02006854,-1,Not living in a couple: Married or in a registered civil partnership,82,Highest Level of Qualification: No qualifications,73,Marital Status: Divorced or civil partnership dissolved,49
E02006857,-89,Ethnic Group: White,89,Industry: K: Financial and insurance activities,56,Economic Activity: Economically inactive: Long-term sick or disabled,28
E02006858,-67,UK Identity: Cornish only identity,88,Vehicles: 3 or more cars or vans in household,51,Single family household: Lone parent family: With dependent children,37
E02006860,20,Disabled under the Equality Act: Day-to-day activities limited a little,81,Position: Full-time students,53,Position: Routine occupations,33
E02006861,73,Part-time: 16 to 30 hours worked,99,Vehicles: 2 cars or vans in household,74,"Industry: D: Electricity, gas, steam and air conditioning supply",47
E02006868,-22,"Position: Lower managerial, administrative and professional occupations",93,UK Identity: Irish and at least one UK identity,71,Medical and care establishment:Other,32
E02006869,-52,Age: 45 to 59,79,"Main Language: No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",52,One-person household: Aged 66 years and over,33
E02006875,82,Ownership: Private rented: Other private rented,87,Medical and care establishment: Local Authority: Children's home (including secure units),69,UK Identity: Scottish only identity,32
E02006876,-57,Industry: F: Construction,94,Age: 0 to 4,70,Economic Activity: Economically active: Unemployed,26
E02006877,-29,Highest Level of Qualification: Apprenticeship,99,"Main Language: At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",61,Highest Level of Qualification: Apprenticeship,28
E02006878,-37,Industry: C: Manufacturing,81,Industry: I: Accommodation and food service activities,74,UK Identity: English and British only identity,36
E02006881,3,Median house price,97,UK Identity: English only identity,70,Health Status: Good health,30
E02006882,62,Position: Routine occupations,98,Full-time: 31 to 48 hours worked,68,"Main Language: No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",45
E02006883,36,Health Status: Fair health,76,UK Identity: English and British only identity,59,Economic Activity: Economically inactive: Long-term sick or disabled,42
E02006885,58,Full-time: 31 to 48 hours worked,96,Industry: P: Education,67,Industry: B: Mining and quarrying,46
E02006887,49,Total annual income (£),79,Highest Level of Qualification: Other qualifications,53,Economic Activity: Economically inactive: Retired,41
E02006888,6,Age: 5 to 9,82,Religion: Other religion,53,Industry: N: Administrative and support service activities,42
E02006889,-61,Passport: Africa,85,Medical and care establishment:Registered Social Landlord or Housing Association,60,Welsh: Can speak Welsh,33
E02006890,49,Highest Level of Qualification: Level 3 qualifications,98,Position: Small employers and own account workers,73,Industry: C: Manufacturing,43
E02006893,-82,Highest Level of Qualification: Apprenticeship,98,Industry: H: Transport and storage,71,Industry: G: Wholesale and retail trade; repair of motor vehicles and motorcycles,49
E02006894,-48,Highest Level of Qualification: Level 3 qualifications,89,Economic Activity: Economically inactive: Retired,63,Highest Level of Qualification: Level 1 and entry level qualifications,41
E02006895,27,Age: 16 years and over,75,Not living in a couple: Married or in a registered civil partnership,52,"Industry: R, S, T, U Other",27
E02006896,31,Vehicles: No cars or vans in household,85,"Industry: M: Professional, scientific and technical activities",72,Passport: Antarctica and Oceania,47
E02006897,61,Ownership: Owned: Owns with a mortgage or loan,85,Transport to Work: Work mainly at or from home,54,Single family household,26
E02006898,40,Health Status: Very bad health,98,"Main Language: All adults in household have English in England, or English or Welsh in Wales as a main language",56,Living in a couple,44
E02006899,-7,Passport: UK,92,"Marital Status: Separated, but still legally married or still legally in a civil partnership",60,Single family household,34
E02006900,-5,Vehicles: 1 car or van in household,77,Transport to Work: Work mainly at or from home,67,Marital Status: Married or in a registered civil partnership,36
E02006901,10,Sex: Males,86,"Passport: Europe, Non-EU",71,Household Spaces: Whole house or bungalow: Terraced (including end-terrace),29
E02006902,45,Religion: No religion,87,Full-time: 31 to 48 hours worked,57,Single family household: All aged 66 years and over,35
E02006904,49,Highest Level of Qualification: Level 3 qualifications,89,Not living in a couple: Married or in a registered civil partnership,51,Passport: UK,45
E02006905,-14,Industry: H: Transport and storage,83,UK Identity: Scottish and British only identity,71,Ownership: Owned: Owns outright,31
E02006907,99,Unpaid Care: Provides no unpaid care,77,Household Spaces: Whole house or bungalow: Terraced (including end-terrace),60,Occupation: Sales and customer service occupations,25
E02006908,-76,Economic Activity: Economically inactive,76,UK Identity: Scottish only identity,51,Health Status: Bad health,32
E02006909,52,Single family household: Married or civil partnership couple: Dependent children,77,UK Identity: British only identity,55,Age: 0 to 4,41
E02006910,37,Position: Small employers and own account workers,95,Health Status: Very bad health,62,Health Status: Bad health,33
E02006912,-36,Ethnic Group: White,93,Employment: Never worked,56,Living in a couple: Cohabiting,39
E02006913,-50,Position: Routine occupations,90,Occupation: Elementary occupations,70,"Household Spaces: Flat, maisonette or apartment: In a commercial building",33
E02006914,39,Economic Activity: Economically active: In employment,85,Ownership: Shared ownership,72,Position: Never worked and long-term unemployed,43
E02006915,-84,"Industry: M: Professional, scientific and technical activities",91,UK Identity: Irish and at least one UK identity,58,Industry: F: Construction,43
E02006916,84,Marital Status: Married or in a registered civil partnership,97,Single family household,53,UK Identity: British only identity,45
E02006917,-42,Welsh: No skills in Welsh,94,Ownership: Social rented: Other social rented,54,Industry: C: Manufacturing,48
E02006918,-38,Economic Activity: Economically active: Unemployed,93,Medical and care establishment: Other: Care home with nursing,66,Industry: B: Mining and quarrying,41
E02006921,-34,Religion: Muslim,94,Industry: G: Wholesale and retail trade; repair of motor vehicles and motorcycles,64,Passport: Antarctica and Oceania,48
E02006922,49,Medical and care establishment: Local Authority: Care home or other home,92,Position: Intermediate occupations,61,UK Identity: Cornish only identity,29
E02006924,8,Highest Level of Qualification: Level 2 qualifications,97,Median house price,71,Age: 65 to 74,45
E02006925,66,Industry: J: Information and communication,81,Religion: Muslim,69,UK Identity: Northern Irish and British only identity,37
E02006927,-21,Economic Activity: Economically inactive: Looking after home or family,97,Religion: No religion,54,Economic Activity: Economically inactive,30
E02006928,29,"Industry: E:  Water supply; Sewerage, Waste management and Remediation activities",90,Ethnic Group: Other ethnic group,50,"Transport to Work: Bus, minibus or coach",40
E02006929,-87,UK Identity: English and British only identity,89,Sex: Males,69,Occupancy rating (rooms) of -1 or less,47
E02006930,87,Vehicles: 1 car or van in household,82,Household Spaces: Caravan or other mobile or temporary structure,56,Economic Activity: Economically active: Employee: Full-time,49
E02006931,-53,Industry: Q: Human health and social work activities,79,Age: 5 to 9,71,Economic Activity: Economically active,45
E02006932,47,Transport to Work: Bicycle,78,Sex: Females,70,Position: Routine occupations,42
E02006933,-26,Single family household: Lone parent family: All children non-dependent,88,Full-time: 49 or more hours worked,51,Household Spaces: Whole house or bungalow: Detached,28
E02006934,8,"Main Language: At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",92,Religion: No religion,69,Industry: L: Real estate activities,26
